UID,day,success,mode,os,version,device1,device2,device_code1,device_code2,device_code3,mac1,mac2,ip1,ip2,wifi,geo_code,ip1_sub,ip2_sub
20883,41,41.0,6,2,2,1,1,1,1,0,0,1,6,2,1,1,6,2
20884,5,5.0,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
20885,56,48.0,7,2,2,1,1,1,2,0,0,1,9,1,2,1,8,1
20886,195,117.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
20887,12,12.0,5,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
20888,9,9.0,2,1,1,1,1,1,1,0,0,1,3,0,1,1,3,0
20889,6,4.0,3,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0
20890,11,11.0,4,1,2,1,1,1,2,0,1,1,3,0,1,2,3,0
20891,74,74.0,6,2,2,1,1,1,2,0,0,1,9,7,0,1,9,7
20892,196,192.0,13,2,1,1,1,1,2,0,2,1,22,14,1,1,20,12
20893,118,117.0,7,2,1,1,1,1,2,0,0,1,17,7,2,3,16,6
20894,7,6.0,4,2,1,1,1,1,1,0,1,1,2,0,1,1,2,0
20896,10,10.0,6,1,1,1,1,1,2,0,1,1,2,0,0,1,2,0
20897,205,201.0,10,2,2,1,1,1,2,0,1,1,20,1,1,1,18,1
20898,11,9.0,6,2,1,1,2,0,0,1,0,0,3,0,0,0,3,0
20900,60,52.0,10,3,2,1,1,2,3,0,2,2,7,1,3,2,6,1
20901,131,129.0,6,2,1,1,1,0,0,1,0,0,4,0,0,1,3,0
20902,16,15.0,9,1,1,1,1,1,2,0,1,3,3,0,1,1,3,0
20903,5,5.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20905,12,11.0,5,2,1,1,1,1,1,0,1,1,1,0,2,0,1,0
20906,14,12.0,3,2,1,1,1,1,2,0,1,1,3,0,2,2,3,0
20908,21,21.0,2,1,2,1,1,1,2,0,0,2,5,0,1,2,5,0
20909,12,9.0,4,2,2,1,1,1,1,0,1,1,3,0,1,1,3,0
20910,75,75.0,4,1,1,1,1,1,2,0,1,2,12,0,3,3,12,0
20911,9,6.0,3,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
20912,9,6.0,4,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0
20913,7,7.0,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20914,16,16.0,4,2,2,1,1,1,2,0,0,1,4,1,2,2,3,1
20915,8,8.0,7,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
20916,33,31.0,7,2,2,1,1,1,2,0,0,1,5,1,0,1,4,1
20917,24,16.0,3,2,1,1,1,1,1,0,0,1,4,0,1,2,4,0
20919,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
20920,27,26.0,7,1,1,1,1,0,0,1,0,0,5,0,0,1,5,0
20921,5,5.0,5,1,1,1,1,1,2,0,1,1,1,0,1,1,1,0
20922,16,16.0,4,1,1,1,1,1,1,0,1,1,2,0,1,2,2,0
20923,18,9.0,7,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
20924,13,13.0,2,1,1,1,1,0,0,1,0,0,4,0,0,0,3,0
20925,6,5.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
20926,198,190.0,18,3,3,2,2,2,3,0,1,2,15,10,2,1,15,10
20927,20,14.0,3,2,1,1,1,0,0,1,0,0,4,0,0,0,4,0
20929,55,54.0,8,2,2,1,1,1,2,0,0,1,10,3,2,2,10,3
20930,48,32.0,12,3,2,2,2,2,4,1,1,2,6,0,2,5,6,0
20931,18,14.0,9,3,4,4,1,1,0,0,1,2,7,1,1,1,7,1
20932,26,22.0,6,2,2,1,1,1,3,1,1,1,6,0,3,1,5,0
20933,58,50.0,3,3,2,4,2,2,3,0,1,2,6,0,1,4,5,0
20934,25,24.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
20935,168,162.0,10,2,2,1,1,1,2,0,0,1,14,4,2,1,11,4
20936,28,27.0,7,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0
20937,39,37.0,5,1,2,1,1,2,4,0,1,1,8,0,2,1,5,0
20938,9,9.0,2,1,2,1,1,1,1,0,0,1,2,0,0,1,2,0
20939,71,63.0,5,2,3,1,2,0,0,2,0,0,16,0,2,2,15,0
20940,29,29.0,9,2,1,1,1,0,0,1,0,0,5,1,2,1,5,1
20941,19,18.0,9,3,1,1,2,0,0,1,0,0,4,1,1,1,4,1
20942,22,9.0,3,2,1,1,1,1,1,0,0,1,1,0,1,1,1,0
20943,6,6.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20944,27,27.0,2,1,2,1,1,1,1,0,0,1,5,0,0,1,5,0
20945,36,22.0,16,3,1,1,1,1,1,0,1,2,2,1,1,1,2,1
20946,44,43.0,9,2,2,1,1,0,0,1,0,0,7,2,3,2,7,2
20947,6,6.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
20948,22,20.0,4,1,2,1,1,1,2,0,0,2,3,0,1,2,2,0
20949,13,10.0,8,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0
20950,1,1.0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0
20951,7,6.0,6,1,1,1,1,1,0,0,1,2,2,0,1,1,2,0
20953,24,24.0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20954,62,60.0,4,2,2,1,1,0,0,1,0,0,15,0,1,1,14,0
20956,85,58.0,3,2,1,1,1,1,2,0,0,1,6,0,2,1,5,0
20957,2,1.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
20958,171,139.0,16,3,3,4,3,2,2,1,2,2,16,11,2,2,9,9
20959,4,4.0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20960,5,4.0,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
20961,126,103.0,4,2,3,3,1,1,1,0,1,1,3,0,0,1,2,0
20962,16,15.0,6,2,2,1,1,1,1,0,0,1,3,1,1,1,3,1
20964,68,54.0,4,2,1,1,1,1,2,1,0,1,12,0,3,1,12,0
20966,20,18.0,3,1,2,1,1,1,2,0,1,1,4,0,1,1,4,0
20967,9,7.0,4,1,2,1,1,0,0,1,0,0,2,0,1,1,2,0
20968,24,24.0,3,1,2,1,1,1,2,0,0,1,6,0,1,1,5,0
20969,5,5.0,1,1,1,1,1,1,1,0,0,1,2,0,1,2,2,0
20970,173,109.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
20971,5,5.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
20972,27,26.0,6,2,3,2,2,2,3,0,1,2,5,1,1,1,5,1
20973,32,28.0,3,2,1,1,1,1,2,0,0,1,4,0,1,1,4,0
20974,21,20.0,3,2,2,1,1,1,2,0,0,1,5,1,1,1,5,1
20975,10,10.0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,2,0
20976,299,294.0,19,2,4,2,1,1,2,0,2,2,20,15,1,3,16,13
20977,38,36.0,8,2,2,1,2,0,0,1,0,0,4,1,1,1,2,1
20978,21,16.0,7,2,2,2,2,2,2,0,1,2,4,0,2,1,4,0
20980,7,7.0,2,1,2,1,2,0,0,1,0,0,3,0,0,0,2,0
20981,28,27.0,3,2,2,1,1,1,2,0,0,1,7,0,1,1,7,0
20982,16,16.0,4,1,1,1,1,1,2,0,2,1,3,0,0,1,3,0
20983,113,97.0,15,2,2,2,2,0,0,2,0,0,13,6,3,2,12,6
20984,47,38.0,5,2,2,1,1,1,2,1,1,1,7,0,3,1,6,0
20985,18,10.0,6,2,1,1,2,2,2,0,0,2,3,1,0,1,3,1
20986,7,4.0,5,2,1,1,1,1,1,0,2,2,1,0,0,1,1,0
20987,23,23.0,2,1,1,1,1,1,2,0,0,0,3,0,0,1,3,0
20988,30,29.0,2,3,2,2,2,1,2,1,0,1,4,0,2,1,2,0
20989,6,5.0,2,3,1,1,1,1,1,0,0,1,1,0,1,1,1,0
20992,4,4.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
20993,108,76.0,5,2,1,2,2,2,3,0,1,1,15,0,0,1,14,0
20994,21,19.0,2,1,2,1,1,1,2,0,0,1,4,0,2,1,3,0
20995,52,52.0,7,2,2,1,1,1,1,0,1,1,5,1,2,1,4,1
20996,130,128.0,7,1,2,1,1,2,3,0,1,1,15,0,1,2,13,0
20997,17,8.0,8,2,1,1,1,1,2,0,1,1,3,0,1,1,3,0
20998,15,14.0,10,3,3,3,2,1,0,1,1,2,1,0,1,2,1,0
20999,34,31.0,6,3,2,1,1,2,3,0,1,1,8,0,3,4,7,0
21000,5,4.0,5,1,1,1,1,1,1,0,1,2,1,0,0,0,1,0
21001,32,26.0,3,4,2,2,2,1,1,1,0,0,9,0,1,1,8,0
21002,12,12.0,2,1,1,2,2,2,2,0,0,2,2,0,1,1,2,0
21003,10,10.0,4,1,2,1,1,0,0,1,0,0,2,0,0,1,1,0
21004,29,18.0,3,2,1,1,1,0,0,1,0,0,6,0,0,0,6,0
21005,22,19.0,5,3,1,2,1,1,1,0,2,2,1,0,1,2,1,0
21006,21,21.0,2,1,2,2,2,0,0,1,0,0,8,0,2,0,8,0
21007,8,8.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
21009,70,60.0,10,4,2,2,1,1,2,0,1,1,8,1,1,1,3,1
21010,32,25.0,8,3,2,2,2,1,1,1,0,1,3,0,2,2,3,0
21011,51,51.0,6,2,2,1,1,1,3,0,0,1,8,1,0,1,8,1
21012,20,18.0,4,2,2,1,1,1,2,1,0,1,5,0,1,1,5,0
21013,81,78.0,14,2,2,1,1,1,2,0,1,1,12,3,2,2,12,3
21014,2,2.0,2,1,2,1,1,2,1,0,0,1,2,0,1,1,2,0
21015,3,2.0,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
21016,6,6.0,1,1,1,1,1,0,0,1,0,0,3,0,0,0,3,0
21017,15,15.0,2,1,1,1,1,1,2,0,0,1,2,0,2,1,2,0
21018,79,78.0,5,2,1,1,1,1,2,0,0,1,19,1,1,1,15,1
21019,24,18.0,9,2,1,1,1,0,0,1,0,0,5,1,0,0,5,1
21020,5,4.0,3,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
21021,27,27.0,6,2,2,1,1,1,1,0,1,1,5,1,1,2,5,1
21022,23,22.0,6,3,1,1,1,1,1,0,1,1,2,1,0,2,2,1
21023,8,7.0,6,1,1,1,1,1,3,0,1,2,1,0,1,1,1,0
21024,21,21.0,6,2,2,1,1,0,0,1,0,0,4,1,1,1,3,1
21025,8,8.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21026,34,34.0,2,1,2,1,1,1,2,0,0,1,6,0,3,1,5,0
21027,13,13.0,2,1,1,1,1,1,2,0,0,1,2,0,1,1,2,0
21028,217,210.0,17,2,3,2,1,1,2,0,1,2,14,7,3,2,10,7
21029,56,48.0,11,2,2,3,3,3,6,0,3,5,5,1,1,1,5,1
21030,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21031,13,12.0,3,2,1,1,1,1,1,0,0,1,1,0,0,0,1,0
21032,16,14.0,2,1,2,1,1,1,2,0,0,1,3,0,1,1,3,0
21033,2,2.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
21034,3,3.0,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0
21035,27,24.0,6,3,1,1,1,1,1,0,1,1,3,0,1,2,3,0
21037,27,23.0,10,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
21038,34,34.0,4,1,2,1,1,1,2,0,1,1,6,0,2,1,5,0
21039,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21040,12,11.0,4,3,1,2,1,1,1,0,2,2,1,0,1,2,1,0
21041,11,9.0,6,3,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21042,58,56.0,11,3,1,1,1,1,3,0,1,1,7,2,2,1,6,2
21043,32,32.0,5,1,1,1,1,1,2,0,3,3,4,0,0,1,4,0
21044,12,9.0,4,2,2,1,1,1,1,0,0,1,5,0,0,1,4,0
21045,24,24.0,7,2,1,1,1,1,1,0,1,1,2,1,1,1,2,1
21046,36,29.0,6,2,1,1,1,1,2,0,1,1,3,0,2,1,3,0
21048,112,111.0,11,2,1,1,1,1,2,0,0,1,14,6,5,3,10,3
21049,24,23.0,8,2,1,1,1,0,0,1,0,0,6,1,2,1,6,1
21050,7,7.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
21051,4,4.0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
21052,12,8.0,9,2,1,1,1,1,1,0,1,2,1,0,0,1,1,0
21054,8,5.0,3,2,1,1,1,1,1,0,0,1,2,0,0,1,1,0
21055,24,15.0,3,2,1,1,1,0,0,1,0,0,5,0,0,1,5,0
21056,60,60.0,2,1,2,1,1,1,2,0,0,1,13,0,1,2,13,0
21057,3,2.0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
21059,36,28.0,10,2,1,2,1,0,0,1,0,2,6,1,1,0,6,1
21061,21,20.0,6,2,2,1,1,1,2,0,0,1,2,1,1,1,2,1
21063,74,73.0,7,2,2,1,1,1,2,0,0,1,13,3,2,1,7,2
21064,30,30.0,2,1,2,1,1,1,2,0,0,1,5,0,1,2,5,0
21065,27,12.0,3,2,1,1,1,1,2,0,0,1,2,0,1,1,2,0
21066,21,20.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
21068,11,11.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21069,15,11.0,3,2,1,1,1,0,0,1,0,0,3,0,0,0,3,0
21070,28,28.0,11,2,1,1,1,0,0,1,0,0,8,0,0,1,8,0
21071,22,22.0,3,1,2,1,1,0,0,1,0,0,6,0,2,1,4,0
21072,9,5.0,3,2,1,1,1,1,2,0,0,1,2,0,0,2,2,0
21073,1,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
21074,5,5.0,2,1,2,1,1,1,1,0,0,2,2,0,1,1,2,0
21075,13,13.0,2,1,2,1,1,1,2,0,0,1,3,0,1,1,3,0
21076,1,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
21077,10,10.0,2,1,2,1,1,0,0,1,0,0,3,0,2,1,3,0
21078,7,7.0,7,2,1,1,1,1,2,0,2,2,2,1,1,1,2,1
21079,39,39.0,3,1,2,1,1,1,2,0,1,1,11,0,5,3,10,0
21080,11,10.0,2,2,1,1,2,0,0,1,0,0,4,0,1,1,4,0
21081,11,8.0,6,2,1,1,1,0,0,1,0,0,4,0,0,0,4,0
21082,73,73.0,14,2,2,1,2,0,0,1,0,0,12,4,5,1,10,4
21083,17,17.0,2,1,1,1,1,1,2,0,0,1,4,0,0,1,4,0
21084,21,21.0,9,2,1,1,1,1,2,0,0,1,3,2,1,1,3,2
21086,25,25.0,2,1,2,1,1,1,2,0,0,2,3,0,0,3,3,0
21087,22,18.0,3,2,1,1,1,1,2,0,0,1,2,0,1,1,2,0
21088,170,104.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
21089,73,60.0,8,3,2,1,1,1,2,0,1,1,11,1,4,1,10,1
21090,9,9.0,7,1,1,1,1,1,1,0,1,1,2,0,0,1,2,0
21091,51,33.0,5,2,1,1,1,1,2,0,1,1,6,0,0,1,6,0
21092,2,2.0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0
21093,4,4.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21094,17,5.0,6,2,1,1,1,1,1,0,1,1,1,0,1,1,1,0
21095,18,18.0,4,2,2,1,1,1,1,0,0,1,2,1,0,1,2,1
21096,12,10.0,8,2,2,1,2,0,0,2,0,0,4,0,0,1,4,0
21097,17,17.0,2,1,1,1,1,1,2,0,0,1,4,0,3,1,4,0
21098,47,40.0,6,2,1,1,1,1,2,0,0,1,4,3,1,1,4,3
21099,11,10.0,5,2,2,1,1,0,0,1,0,0,3,0,0,0,3,0
21100,19,19.0,2,1,2,1,1,1,2,0,0,1,5,0,2,2,5,0
21101,6,5.0,2,1,2,1,1,1,1,0,0,1,2,0,0,1,2,0
21102,40,39.0,10,2,2,1,1,1,2,0,1,1,4,2,0,2,3,1
21103,24,16.0,9,2,2,2,2,2,2,0,2,3,5,0,0,2,5,0
21104,67,56.0,7,3,2,1,1,1,2,0,1,1,9,0,3,1,9,0
21105,33,26.0,5,2,1,1,1,1,2,0,1,1,5,0,1,1,3,0
21106,39,37.0,7,1,1,1,1,1,1,0,1,1,2,0,0,1,2,0
21107,40,31.0,5,2,2,1,1,1,2,0,1,1,6,0,1,2,6,0
21108,30,27.0,9,3,2,3,2,2,2,0,4,6,3,0,2,4,3,0
21109,132,129.0,11,3,2,1,1,0,0,1,0,0,17,9,3,2,15,7
21110,16,15.0,2,1,1,1,1,0,0,1,0,0,4,0,0,1,4,0
21111,108,108.0,4,1,2,1,1,1,2,0,1,1,21,0,2,1,16,0
21112,128,128.0,6,2,2,1,1,1,2,0,0,1,19,13,2,1,19,12
21113,12,12.0,7,1,2,1,1,0,0,1,0,1,2,0,1,1,2,0
21114,7,6.0,2,1,2,1,1,1,1,0,0,1,2,0,1,2,2,0
21115,117,113.0,11,2,1,1,1,1,2,0,1,1,15,1,1,2,15,1
21116,2,1.0,2,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
21118,23,23.0,2,1,2,1,1,1,2,0,0,1,7,0,1,2,7,0
21119,9,8.0,6,2,2,3,2,1,0,1,0,2,4,0,2,1,4,0
21121,38,38.0,6,2,2,1,1,1,2,0,0,1,5,2,2,2,5,2
21122,5,3.0,2,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21123,80,76.0,3,3,2,1,1,1,2,0,0,1,2,0,0,1,2,0
21124,14,11.0,6,1,2,1,1,1,1,0,1,1,2,0,0,2,2,0
21125,2,2.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21127,6,4.0,5,1,1,1,2,0,0,1,0,0,1,0,0,1,1,0
21128,16,16.0,2,1,2,1,1,1,1,0,0,1,6,0,1,2,5,0
21129,16,14.0,11,1,2,1,1,1,1,0,1,1,3,0,1,1,2,0
21130,21,21.0,2,1,1,1,1,1,1,0,0,2,3,0,1,1,3,0
21131,23,18.0,4,3,1,1,1,1,1,0,0,1,3,0,1,3,2,0
21133,61,49.0,11,2,1,1,1,1,2,0,0,1,7,3,1,2,7,3
21134,12,9.0,3,2,1,1,1,1,2,0,0,1,3,0,1,1,3,0
21135,24,19.0,12,2,2,2,2,2,2,0,2,4,3,0,1,1,3,0
21136,5,5.0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21137,45,40.0,4,1,1,1,1,1,2,0,1,1,1,0,2,1,1,0
21138,55,49.0,8,1,2,1,2,3,5,0,1,6,9,0,1,1,9,0
21139,57,53.0,7,3,2,1,1,0,0,1,0,0,16,1,3,2,16,1
21140,23,22.0,7,2,2,1,1,1,2,0,1,1,4,1,0,1,4,1
21141,35,29.0,4,1,1,2,2,2,3,0,2,2,8,0,2,1,7,0
21142,31,27.0,7,2,2,1,1,0,0,1,0,0,8,1,0,1,8,1
21143,45,43.0,12,2,1,1,1,1,3,0,1,2,5,1,2,1,5,1
21144,21,17.0,5,2,1,1,1,1,2,0,1,1,2,0,1,1,2,0
21146,53,52.0,4,1,2,1,1,1,2,0,1,1,7,0,1,1,4,0
21148,45,45.0,4,1,2,1,1,1,2,0,1,1,8,0,1,1,6,0
21149,70,67.0,6,2,2,1,1,1,2,0,1,1,11,0,3,3,11,0
21150,75,47.0,6,2,1,1,1,1,2,0,1,1,8,0,3,1,7,0
21152,56,41.0,11,3,1,1,1,1,2,0,1,1,8,1,0,1,8,1
21154,52,50.0,13,2,2,1,1,1,2,0,1,1,7,4,0,1,6,4
21155,21,19.0,7,2,2,1,1,0,0,1,0,0,5,1,3,1,3,1
21157,39,27.0,3,2,1,1,1,1,2,0,0,1,9,0,1,1,8,0
21158,7,6.0,3,2,1,1,1,1,1,0,0,1,2,0,0,1,2,0
21159,42,32.0,4,2,2,1,1,2,4,0,1,1,9,0,1,1,8,0
21160,8,8.0,5,1,1,1,1,1,1,0,1,1,2,0,0,1,2,0
21161,21,21.0,2,1,2,1,1,1,2,0,0,1,4,0,2,1,4,0
21162,69,67.0,7,2,2,1,1,0,0,1,0,0,11,8,1,0,7,6
21163,12,12.0,3,2,1,1,1,1,2,0,0,1,3,1,2,1,3,1
21164,23,16.0,4,2,3,1,1,1,1,0,0,2,4,0,0,1,4,0
21165,46,33.0,8,2,2,1,1,2,2,0,0,1,6,2,1,2,4,2
21166,29,29.0,10,2,2,1,1,1,3,0,0,1,4,2,1,1,3,2
21167,78,78.0,4,1,2,1,1,1,2,0,1,2,10,0,0,1,10,0
21168,31,23.0,13,2,1,2,2,2,1,0,1,2,3,0,2,2,3,0
21169,79,70.0,9,2,2,1,1,1,2,1,1,1,14,1,2,3,12,1
21170,2,2.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21171,29,28.0,7,2,3,1,1,0,0,1,0,0,5,2,2,1,4,2
21173,11,10.0,6,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21174,68,62.0,13,3,4,3,3,2,2,1,2,2,8,2,2,1,8,2
21175,15,7.0,3,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21176,4,2.0,1,3,1,1,0,1,1,0,0,1,1,0,0,1,1,0
21177,27,25.0,9,3,2,3,3,2,2,1,2,4,3,0,2,3,3,0
21178,16,16.0,3,1,2,1,1,1,2,0,1,1,4,0,1,0,3,0
21179,12,11.0,4,2,2,2,2,3,4,0,1,2,3,0,0,1,3,0
21180,196,120.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
21181,24,22.0,2,1,2,1,1,1,2,0,0,1,3,0,4,1,3,0
21182,21,21.0,2,1,2,1,1,1,2,0,0,1,6,0,1,1,6,0
21183,19,17.0,3,2,2,1,1,0,0,1,0,0,6,0,0,0,6,0
21184,5,5.0,5,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
21185,10,6.0,3,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
21186,48,27.0,3,2,2,2,0,1,1,0,0,1,3,0,0,0,3,0
21187,14,13.0,6,2,2,1,1,1,2,0,0,1,2,1,2,1,2,1
21188,5,5.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21189,86,73.0,8,2,2,1,1,1,2,1,0,1,11,4,2,2,9,4
21190,12,12.0,2,1,1,1,1,1,2,0,0,1,3,0,1,1,2,0
21191,50,47.0,4,1,1,1,2,2,4,0,1,1,5,0,2,1,5,0
21192,7,6.0,6,2,1,1,2,0,0,1,0,0,2,0,0,0,2,0
21193,241,192.0,23,3,2,3,2,2,3,0,3,3,30,14,2,2,21,11
21194,17,15.0,5,2,2,2,2,0,0,2,0,0,4,2,3,1,3,2
21195,14,13.0,6,2,1,1,1,0,0,1,0,0,3,1,0,0,3,1
21196,10,10.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21197,17,16.0,10,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
21198,61,58.0,14,2,2,1,1,1,3,0,1,1,7,5,1,1,6,5
21200,71,69.0,10,2,2,1,2,2,3,0,2,2,11,0,3,1,11,0
21201,11,9.0,4,3,1,1,1,0,0,1,0,0,4,0,0,0,4,0
21202,23,23.0,6,2,1,1,1,0,0,1,0,0,5,1,1,0,5,1
21203,5,5.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
21206,23,19.0,6,3,1,1,1,0,0,1,0,0,5,0,1,1,5,0
21207,14,13.0,6,1,2,1,2,0,0,1,0,0,4,0,0,2,4,0
21208,11,11.0,2,1,1,1,1,1,2,0,0,1,2,0,2,1,2,0
21209,17,16.0,10,1,1,1,1,1,2,0,1,2,4,0,2,1,4,0
21211,7,6.0,6,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
21212,36,36.0,2,1,2,1,1,1,2,0,0,2,6,0,2,2,6,0
21213,62,48.0,6,2,2,1,1,1,1,1,1,1,9,0,0,1,9,0
21214,32,31.0,6,1,2,1,2,0,0,1,0,0,3,0,1,1,3,0
21215,8,8.0,2,1,1,1,1,1,2,0,0,1,1,0,0,1,1,0
21217,50,33.0,4,3,2,2,3,1,1,1,0,1,10,0,3,1,9,0
21218,87,75.0,15,2,1,1,1,1,3,0,1,2,9,2,1,1,8,2
21219,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
21220,30,26.0,11,2,1,2,3,0,0,2,0,0,4,2,1,1,4,2
21221,19,19.0,4,1,2,1,1,1,2,0,1,1,4,0,0,1,4,0
21222,156,141.0,5,2,1,1,1,1,2,0,1,1,24,0,4,2,18,0
21224,33,32.0,3,1,2,1,1,1,2,0,0,1,7,0,2,1,7,0
21226,176,107.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
21227,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21228,32,20.0,5,2,1,1,1,1,1,0,1,1,5,0,0,1,5,0
21229,6,6.0,1,1,1,1,1,0,0,1,0,0,3,0,0,0,3,0
21230,29,28.0,10,2,2,1,1,0,0,1,0,0,9,1,0,0,7,1
21231,78,78.0,6,2,2,1,1,1,2,0,0,1,4,1,3,2,4,1
21232,45,42.0,4,2,2,1,1,1,4,0,0,1,8,1,1,1,8,1
21233,21,20.0,3,1,2,1,1,1,2,0,1,1,5,0,1,2,5,0
21234,4,4.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21235,11,11.0,2,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
21236,16,7.0,5,2,1,1,1,1,1,0,1,1,2,0,2,1,2,0
21237,59,55.0,4,1,2,1,1,1,1,0,1,1,9,0,3,1,5,0
21238,10,9.0,8,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
21239,32,30.0,4,3,2,1,1,1,2,0,1,1,6,0,3,1,6,0
21241,26,21.0,8,2,2,1,1,1,2,0,0,1,6,1,1,1,2,1
21242,20,13.0,10,1,1,1,1,0,0,1,0,0,2,0,1,1,2,0
21243,20,20.0,9,1,2,2,1,0,0,1,0,0,5,0,2,2,5,0
21244,5,4.0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
21245,14,9.0,7,2,1,1,1,1,1,0,1,1,2,0,2,1,2,0
21246,13,7.0,5,2,1,1,1,1,2,0,2,2,2,0,1,1,2,0
21247,22,16.0,6,1,1,1,1,1,1,0,2,2,4,0,1,1,4,0
21248,20,19.0,7,3,1,1,1,1,1,0,2,2,1,0,1,1,1,0
21249,21,17.0,12,1,1,1,1,1,2,0,1,2,2,0,0,2,2,0
21250,18,11.0,3,2,2,1,1,0,0,1,0,0,4,0,0,0,3,0
21251,6,6.0,3,1,1,1,1,0,0,1,0,0,2,0,0,0,2,0
21252,5,5.0,5,1,1,1,1,1,2,0,1,1,1,0,1,1,1,0
21253,52,52.0,7,2,2,1,1,0,0,1,0,0,10,3,3,1,9,3
21254,3,1.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
21255,20,15.0,5,2,1,1,2,2,2,0,1,1,6,0,1,1,6,0
21256,8,8.0,6,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
21257,72,55.0,4,2,3,1,1,1,2,0,1,1,8,0,2,2,8,0
21258,7,7.0,2,1,2,1,1,0,0,1,0,0,4,0,1,0,4,0
21259,20,20.0,3,1,2,1,1,1,4,0,1,1,4,0,1,1,4,0
21260,41,41.0,7,2,1,1,1,1,2,0,1,1,5,1,1,1,4,1
21261,13,12.0,9,1,1,1,1,1,2,0,1,2,1,0,1,1,1,0
