UID,days_sum,days_sub,days_rate,o_t_days
19949,35.0,11.0,1.9166666666666667,1.0
19950,31.0,-3.0,0.8235294117647058,2.0
19951,30.0,10.0,2.0,3.0
19952,25.0,1.0,1.0833333333333333,3.0
19953,130.0,42.0,1.9545454545454546,12.0
19954,16.0,10.0,4.333333333333333,1.0
19955,27.0,5.0,1.4545454545454546,1.0
19956,11.0,-5.0,0.375,0.0
19957,19.0,1.0,1.1111111111111112,1.0
19958,269.0,125.0,2.736111111111111,13.0
19959,22.0,2.0,1.2,2.0
19960,39.0,5.0,1.2941176470588236,4.0
19961,46.0,2.0,1.0909090909090908,3.0
19962,7.0,1.0,1.3333333333333333,2.0
19963,42.0,2.0,1.1,5.0
19964,100.0,68.0,5.25,5.0
19965,44.0,2.0,1.0952380952380953,2.0
19966,271.0,119.0,2.5657894736842106,11.0
19967,42.0,12.0,1.8,3.0
19968,32.0,20.0,4.333333333333333,3.0
19969,39.0,33.0,12.0,1.0
19970,27.0,5.0,1.4545454545454546,2.0
19971,29.0,11.0,2.2222222222222223,3.0
19972,14.0,10.0,6.0,1.0
19973,77.0,-13.0,0.7111111111111111,6.0
19974,90.0,46.0,3.090909090909091,6.0
19975,32.0,20.0,4.333333333333333,1.0
19976,9.0,7.0,8.0,1.0
19977,6.0,-2.0,0.5,2.0
19978,39.0,17.0,2.5454545454545454,3.0
19979,19.0,11.0,3.75,1.0
19980,,,,
19981,21.0,11.0,3.2,1.0
19982,5.0,3.0,4.0,1.0
19983,41.0,17.0,2.4166666666666665,5.0
19984,15.0,11.0,6.5,1.0
19985,7.0,1.0,1.3333333333333333,1.0
19986,,,,
19987,49.0,-1.0,0.96,3.0
19988,191.0,29.0,1.3580246913580247,14.0
19989,32.0,2.0,1.1333333333333333,3.0
19990,87.0,1.0,1.0232558139534884,5.0
19991,,,,
19992,12.0,4.0,2.0,1.0
19993,81.0,67.0,10.571428571428571,2.0
19994,17.0,-5.0,0.5454545454545454,2.0
19995,16.0,6.0,2.2,2.0
19996,26.0,0.0,1.0,2.0
19997,37.0,21.0,3.625,2.0
19998,10.0,8.0,9.0,1.0
19999,85.0,53.0,4.3125,2.0
20000,11.0,5.0,2.6666666666666665,1.0
20001,47.0,13.0,1.7647058823529411,5.0
20002,11.0,9.0,10.0,1.0
20003,42.0,6.0,1.3333333333333333,6.0
20004,22.0,-6.0,0.5714285714285714,3.0
20005,15.0,3.0,1.5,1.0
20006,14.0,-2.0,0.75,1.0
20007,18.0,14.0,8.0,1.0
20008,,,,
20009,10.0,-2.0,0.6666666666666666,1.0
20010,156.0,106.0,5.24,6.0
20011,4.0,2.0,3.0,1.0
20012,19.0,9.0,2.8,3.0
20013,15.0,5.0,2.0,1.0
20014,,,,
20015,14.0,8.0,3.6666666666666665,1.0
20016,99.0,71.0,6.071428571428571,5.0
20017,19.0,-3.0,0.7272727272727273,2.0
20018,35.0,21.0,4.0,3.0
20019,11.0,1.0,1.2,0.0
20020,23.0,19.0,10.5,1.0
20021,35.0,31.0,16.5,1.0
20022,,,,
20023,,,,
20024,31.0,9.0,1.8181818181818181,8.0
20025,109.0,87.0,8.909090909090908,2.0
20026,56.0,8.0,1.3333333333333333,6.0
20027,16.0,2.0,1.2857142857142858,2.0
20028,67.0,63.0,32.5,2.0
20029,62.0,26.0,2.4444444444444446,6.0
20030,45.0,13.0,1.8125,3.0
20031,4.0,0.0,1.0,1.0
20032,15.0,3.0,1.5,2.0
20033,21.0,17.0,9.5,0.0
20034,,,,
20035,142.0,88.0,4.2592592592592595,6.0
20036,271.0,117.0,2.5194805194805197,12.0
20037,,,,
20038,56.0,44.0,8.333333333333334,2.0
20039,34.0,8.0,1.6153846153846154,1.0
20040,9.0,3.0,2.0,1.0
20041,19.0,5.0,1.7142857142857142,1.0
20042,6.0,4.0,5.0,1.0
20043,27.0,7.0,1.7,2.0
20044,,,,
20045,28.0,14.0,3.0,3.0
20046,,,,
20047,36.0,10.0,1.7692307692307692,2.0
20048,,,,
20049,61.0,31.0,3.066666666666667,4.0
20050,38.0,4.0,1.2352941176470589,3.0
20051,87.0,47.0,3.35,5.0
20052,24.0,2.0,1.1818181818181819,2.0
20053,113.0,23.0,1.511111111111111,8.0
20054,51.0,27.0,3.25,4.0
20055,58.0,28.0,2.8666666666666667,3.0
20056,183.0,179.0,90.5,2.0
20057,65.0,45.0,5.5,3.0
20058,,,,
20059,234.0,190.0,9.636363636363637,13.0
20060,79.0,75.0,38.5,1.0
20061,67.0,41.0,4.153846153846154,2.0
20062,36.0,0.0,1.0,1.0
20063,27.0,23.0,12.5,1.0
20064,436.0,194.0,2.603305785123967,23.0
20065,66.0,54.0,10.0,2.0
20066,,,,
20067,22.0,4.0,1.4444444444444444,2.0
20068,16.0,12.0,7.0,1.0
20069,455.0,165.0,2.1379310344827585,16.0
20070,34.0,8.0,1.6153846153846154,2.0
20071,78.0,46.0,3.875,6.0
20072,10.0,2.0,1.5,1.0
20073,9.0,5.0,3.5,0.0
20074,,,,
20075,55.0,27.0,2.9285714285714284,4.0
20076,17.0,13.0,7.5,1.0
20077,7.0,3.0,2.5,1.0
20078,25.0,1.0,1.0833333333333333,1.0
20079,9.0,-3.0,0.5,1.0
20080,29.0,5.0,1.4166666666666667,2.0
20081,92.0,66.0,6.076923076923077,4.0
20082,15.0,11.0,6.5,2.0
20083,22.0,0.0,1.0,2.0
20084,,,,
20085,,,,
20086,39.0,11.0,1.7857142857142858,3.0
20087,12.0,4.0,2.0,2.0
20088,11.0,-3.0,0.5714285714285714,1.0
20089,36.0,18.0,3.0,2.0
20090,19.0,7.0,2.1666666666666665,1.0
20091,48.0,20.0,2.4285714285714284,2.0
20092,12.0,10.0,11.0,1.0
20093,15.0,13.0,14.0,1.0
20094,23.0,17.0,6.666666666666667,1.0
20095,32.0,20.0,4.333333333333333,2.0
20096,26.0,20.0,7.666666666666667,1.0
20097,31.0,13.0,2.4444444444444446,3.0
20098,35.0,11.0,1.9166666666666667,2.0
20099,15.0,9.0,4.0,1.0
20100,31.0,9.0,1.8181818181818181,4.0
20101,7.0,-1.0,0.75,0.0
20102,,,,
20103,75.0,39.0,3.1666666666666665,4.0
20104,12.0,8.0,5.0,2.0
20105,47.0,41.0,14.666666666666666,2.0
20106,53.0,29.0,3.4166666666666665,3.0
20107,,,,
20108,25.0,21.0,11.5,1.0
20109,,,,
20110,74.0,32.0,2.5238095238095237,5.0
20111,6.0,-2.0,0.5,1.0
20112,26.0,12.0,2.7142857142857144,4.0
20113,29.0,23.0,8.666666666666666,1.0
20114,94.0,60.0,4.529411764705882,5.0
20115,45.0,9.0,1.5,4.0
20116,43.0,15.0,2.0714285714285716,5.0
20117,95.0,39.0,2.392857142857143,4.0
20118,42.0,8.0,1.4705882352941178,4.0
20119,87.0,-15.0,0.7058823529411765,10.0
20120,55.0,23.0,2.4375,3.0
20121,12.0,10.0,11.0,1.0
20122,49.0,35.0,6.0,3.0
20123,73.0,39.0,3.2941176470588234,5.0
20124,12.0,-2.0,0.7142857142857143,2.0
20125,54.0,28.0,3.1538461538461537,3.0
20126,15.0,7.0,2.75,1.0
20127,21.0,13.0,4.25,1.0
20128,5.0,3.0,4.0,1.0
20129,88.0,72.0,10.0,3.0
20130,,,,
20131,203.0,179.0,15.916666666666666,6.0
20132,12.0,2.0,1.4,1.0
20133,103.0,59.0,3.6818181818181817,6.0
20134,6.0,2.0,2.0,1.0
20135,22.0,10.0,2.6666666666666665,1.0
20136,14.0,2.0,1.3333333333333333,1.0
20137,15.0,-3.0,0.6666666666666666,2.0
20138,23.0,19.0,10.5,1.0
20139,44.0,26.0,3.888888888888889,2.0
20140,119.0,79.0,4.95,4.0
20141,18.0,-8.0,0.38461538461538464,2.0
20142,,,,
20143,210.0,62.0,1.837837837837838,17.0
20144,87.0,51.0,3.8333333333333335,7.0
20145,32.0,20.0,4.333333333333333,2.0
20146,,,,
20147,7.0,5.0,6.0,0.0
20148,25.0,19.0,7.333333333333333,1.0
20149,16.0,6.0,2.2,2.0
20150,15.0,5.0,2.0,1.0
20151,41.0,25.0,4.125,2.0
20152,273.0,121.0,2.5921052631578947,12.0
20153,342.0,254.0,6.7727272727272725,15.0
20154,36.0,0.0,1.0,4.0
20155,131.0,37.0,1.7872340425531914,6.0
20156,19.0,7.0,2.1666666666666665,1.0
20157,,,,
20158,10.0,4.0,2.3333333333333335,1.0
20159,25.0,21.0,11.5,1.0
20160,11.0,3.0,1.75,1.0
20161,16.0,10.0,4.333333333333333,1.0
20162,42.0,30.0,6.0,2.0
20163,15.0,11.0,6.5,1.0
20164,,,,
20165,26.0,24.0,25.0,1.0
20166,12.0,2.0,1.4,1.0
20167,13.0,1.0,1.1666666666666667,1.0
20168,25.0,15.0,4.0,2.0
20169,8.0,2.0,1.6666666666666667,1.0
20170,78.0,62.0,8.75,3.0
20171,232.0,148.0,4.523809523809524,6.0
20172,9.0,5.0,3.5,1.0
20173,263.0,109.0,2.4155844155844157,13.0
20174,,,,
20175,11.0,5.0,2.6666666666666665,0.0
20176,13.0,5.0,2.25,1.0
20177,39.0,17.0,2.5454545454545454,4.0
20178,28.0,4.0,1.3333333333333333,3.0
20179,82.0,60.0,6.454545454545454,4.0
20180,40.0,12.0,1.8571428571428572,4.0
20181,158.0,120.0,7.315789473684211,9.0
20182,310.0,-114.0,0.46226415094339623,13.0
20183,17.0,3.0,1.4285714285714286,1.0
20184,,,,
20185,,,,
20186,12.0,-2.0,0.7142857142857143,1.0
20187,22.0,6.0,1.75,1.0
20188,9.0,-1.0,0.8,1.0
20189,49.0,-7.0,0.75,1.0
20190,29.0,21.0,6.25,2.0
20191,57.0,23.0,2.3529411764705883,4.0
20192,19.0,7.0,2.1666666666666665,1.0
20193,38.0,28.0,6.6,3.0
20194,94.0,76.0,9.444444444444445,4.0
20195,14.0,8.0,3.6666666666666665,1.0
20196,20.0,2.0,1.2222222222222223,4.0
20197,131.0,37.0,1.7872340425531914,8.0
20198,61.0,13.0,1.5416666666666667,9.0
20199,,,,
20200,89.0,65.0,6.416666666666667,2.0
20201,10.0,8.0,9.0,1.0
20202,6.0,4.0,5.0,1.0
20203,16.0,10.0,4.333333333333333,1.0
20204,18.0,10.0,3.5,2.0
20205,38.0,26.0,5.333333333333333,3.0
20206,23.0,5.0,1.5555555555555556,2.0
20207,53.0,-31.0,0.2619047619047619,3.0
20208,7.0,5.0,6.0,1.0
20209,64.0,32.0,3.0,2.0
20210,267.0,115.0,2.513157894736842,13.0
20211,,,,
20212,683.0,309.0,2.6524064171122994,5.0
20213,13.0,11.0,12.0,1.0
20214,26.0,18.0,5.5,3.0
20215,9.0,5.0,3.5,1.0
20216,10.0,-2.0,0.6666666666666666,2.0
20217,,,,
20218,,,,
20219,26.0,-8.0,0.5294117647058824,3.0
20220,,,,
20221,,,,
20222,11.0,5.0,2.6666666666666665,1.0
20223,17.0,3.0,1.4285714285714286,1.0
20224,14.0,-6.0,0.4,1.0
20225,18.0,-2.0,0.8,1.0
20226,20.0,-16.0,0.1111111111111111,1.0
20227,20.0,12.0,4.0,3.0
20228,22.0,16.0,6.333333333333333,2.0
20229,21.0,11.0,3.2,2.0
20230,,,,
20231,55.0,-17.0,0.5277777777777778,4.0
20232,56.0,36.0,4.6,1.0
20233,32.0,24.0,7.0,2.0
20234,23.0,11.0,2.8333333333333335,1.0
20235,32.0,10.0,1.9090909090909092,0.0
20236,107.0,31.0,1.8157894736842106,4.0
20237,,,,
20238,97.0,75.0,7.818181818181818,2.0
20239,23.0,1.0,1.0909090909090908,2.0
20240,,,,
20241,10.0,6.0,4.0,2.0
20242,34.0,-2.0,0.8888888888888888,2.0
20243,35.0,15.0,2.5,2.0
20244,80.0,36.0,2.6363636363636362,8.0
20245,25.0,23.0,24.0,0.0
20246,17.0,-9.0,0.3076923076923077,1.0
20247,53.0,21.0,2.3125,5.0
20248,,,,
20249,,,,
20250,21.0,3.0,1.3333333333333333,2.0
20251,19.0,17.0,18.0,0.0
20252,19.0,3.0,1.375,2.0
20253,6.0,4.0,5.0,0.0
20254,19.0,1.0,1.1111111111111112,4.0
20255,10.0,2.0,1.5,1.0
20256,38.0,18.0,2.8,3.0
20257,29.0,17.0,3.8333333333333335,3.0
20258,16.0,-4.0,0.6,1.0
20259,236.0,174.0,6.612903225806452,13.0
20260,20.0,-10.0,0.3333333333333333,2.0
20261,12.0,2.0,1.4,1.0
20262,113.0,89.0,8.416666666666666,5.0
20263,,,,
20264,16.0,6.0,2.2,4.0
20265,,,,
20266,11.0,-3.0,0.5714285714285714,1.0
20267,28.0,10.0,2.111111111111111,2.0
20268,17.0,-13.0,0.13333333333333333,2.0
20269,9.0,1.0,1.25,1.0
20270,34.0,32.0,33.0,1.0
20271,15.0,13.0,14.0,1.0
20272,38.0,32.0,11.666666666666666,1.0
20273,16.0,12.0,7.0,1.0
20274,5.0,1.0,1.5,1.0
20275,33.0,13.0,2.3,5.0
20276,73.0,41.0,3.5625,4.0
20277,101.0,21.0,1.525,12.0
20278,20.0,-10.0,0.3333333333333333,1.0
20279,39.0,13.0,2.0,4.0
20280,18.0,6.0,2.0,0.0
20281,16.0,8.0,3.0,1.0
20282,4.0,0.0,1.0,1.0
20283,19.0,-1.0,0.9,2.0
20284,,,,
20285,,,,
20286,12.0,-2.0,0.7142857142857143,1.0
20287,33.0,9.0,1.75,1.0
20288,54.0,22.0,2.375,7.0
20289,11.0,3.0,1.75,1.0
20290,12.0,-4.0,0.5,1.0
20291,46.0,26.0,3.6,3.0
20292,34.0,4.0,1.2666666666666666,2.0
20293,,,,
20294,229.0,93.0,2.3676470588235294,13.0
20295,,,,
20296,10.0,4.0,2.3333333333333335,1.0
20297,129.0,51.0,2.3076923076923075,6.0
20298,7.0,5.0,6.0,1.0
20299,99.0,41.0,2.413793103448276,5.0
20300,40.0,16.0,2.3333333333333335,2.0
20301,57.0,25.0,2.5625,4.0
20302,41.0,17.0,2.4166666666666665,6.0
20303,36.0,30.0,11.0,1.0
20304,,,,
20305,16.0,6.0,2.2,3.0
20306,,,,
20307,70.0,40.0,3.6666666666666665,4.0
20308,18.0,8.0,2.6,2.0
20309,15.0,13.0,14.0,1.0
20310,66.0,56.0,12.2,2.0
20311,89.0,67.0,7.090909090909091,4.0
20312,7.0,-1.0,0.75,1.0
20313,56.0,20.0,2.111111111111111,9.0
20314,,,,
20315,51.0,39.0,7.5,3.0
20316,23.0,5.0,1.5555555555555556,3.0
20317,166.0,46.0,1.7666666666666666,17.0
20318,26.0,-12.0,0.3684210526315789,3.0
20319,22.0,14.0,4.5,1.0
20320,21.0,3.0,1.3333333333333333,2.0
20321,32.0,26.0,9.666666666666666,1.0
20322,23.0,21.0,22.0,1.0
20323,19.0,13.0,5.333333333333333,1.0
20324,71.0,33.0,2.736842105263158,5.0
20325,15.0,11.0,6.5,2.0
20326,51.0,17.0,2.0,6.0
20327,15.0,13.0,14.0,1.0
20328,89.0,49.0,3.45,8.0
20329,4.0,-2.0,0.3333333333333333,1.0
20330,18.0,2.0,1.25,1.0
20331,,,,
20332,17.0,11.0,4.666666666666667,1.0
20333,74.0,54.0,6.4,3.0
20334,15.0,-3.0,0.6666666666666666,1.0
20335,263.0,173.0,4.844444444444444,20.0
20336,17.0,13.0,7.5,0.0
20337,250.0,106.0,2.4722222222222223,14.0
20338,7.0,1.0,1.3333333333333333,0.0
20339,78.0,42.0,3.3333333333333335,6.0
20340,,,,
20341,,,,
20342,25.0,-5.0,0.6666666666666666,4.0
20343,39.0,-3.0,0.8571428571428571,3.0
20344,17.0,7.0,2.4,1.0
20345,136.0,116.0,12.6,5.0
20346,39.0,15.0,2.25,2.0
20347,15.0,-5.0,0.5,1.0
20348,20.0,6.0,1.8571428571428572,1.0
20349,153.0,103.0,5.12,5.0
20350,5.0,-3.0,0.25,1.0
20351,8.0,0.0,1.0,1.0
20352,56.0,26.0,2.7333333333333334,5.0
20353,19.0,15.0,8.5,1.0
20354,,,,
20355,23.0,17.0,6.666666666666667,1.0
20356,33.0,23.0,5.6,1.0
20357,21.0,13.0,4.25,1.0
20358,96.0,72.0,7.0,4.0
20359,,,,
20360,22.0,2.0,1.2,3.0
20361,49.0,7.0,1.3333333333333333,4.0
20362,381.0,183.0,2.8484848484848486,17.0
20363,38.0,14.0,2.1666666666666665,5.0
20364,3.0,-1.0,0.5,0.0
20365,45.0,17.0,2.2142857142857144,6.0
20366,15.0,3.0,1.5,1.0
20367,39.0,-17.0,0.39285714285714285,2.0
20368,90.0,40.0,2.6,8.0
20369,6.0,0.0,1.0,1.0
20370,93.0,81.0,14.5,2.0
20371,64.0,40.0,4.333333333333333,3.0
20372,56.0,48.0,13.0,1.0
20373,12.0,2.0,1.4,1.0
20374,6.0,2.0,2.0,1.0
20375,16.0,10.0,4.333333333333333,1.0
20376,18.0,12.0,5.0,1.0
20377,63.0,1.0,1.032258064516129,5.0
20378,339.0,183.0,3.3461538461538463,20.0
20379,74.0,40.0,3.3529411764705883,5.0
20380,21.0,15.0,6.0,1.0
20381,38.0,22.0,3.75,1.0
20382,74.0,38.0,3.111111111111111,7.0
20383,19.0,17.0,18.0,1.0
20384,67.0,47.0,5.7,3.0
20385,21.0,-3.0,0.75,0.0
20386,138.0,116.0,11.545454545454545,1.0
20387,37.0,7.0,1.4666666666666666,2.0
20388,,,,
20389,8.0,2.0,1.6666666666666667,1.0
20390,8.0,6.0,7.0,1.0
20391,17.0,11.0,4.666666666666667,0.0
20392,,,,
20393,,,,
20394,3.0,1.0,2.0,1.0
20395,,,,
20396,22.0,-2.0,0.8333333333333334,2.0
20397,25.0,-9.0,0.47058823529411764,2.0
20398,20.0,4.0,1.5,1.0
20399,,,,
20400,10.0,8.0,9.0,1.0
20401,21.0,7.0,2.0,3.0
20402,5.0,-1.0,0.6666666666666666,1.0
20403,9.0,3.0,2.0,1.0
20404,25.0,9.0,2.125,2.0
20405,32.0,30.0,31.0,1.0
20406,18.0,16.0,17.0,1.0
20407,8.0,4.0,3.0,0.0
20408,34.0,32.0,33.0,1.0
20409,14.0,8.0,3.6666666666666665,1.0
20410,278.0,202.0,6.315789473684211,6.0
20411,24.0,4.0,1.4,2.0
20412,,,,
20413,18.0,-2.0,0.8,2.0
20414,210.0,142.0,5.176470588235294,13.0
20415,149.0,85.0,3.65625,5.0
20416,126.0,90.0,6.0,8.0
20417,60.0,-14.0,0.6216216216216216,3.0
20418,12.0,10.0,11.0,1.0
20419,,,,
20420,34.0,4.0,1.2666666666666666,2.0
20421,18.0,2.0,1.25,0.0
20422,41.0,19.0,2.727272727272727,3.0
20423,70.0,4.0,1.121212121212121,7.0
20424,11.0,-7.0,0.2222222222222222,1.0
20425,45.0,7.0,1.368421052631579,3.0
20426,38.0,14.0,2.1666666666666665,4.0
20427,9.0,5.0,3.5,2.0
20428,6.0,0.0,1.0,1.0
20429,134.0,104.0,7.933333333333334,3.0
20430,24.0,22.0,23.0,1.0
20431,,,,
20432,9.0,-1.0,0.8,1.0
20433,64.0,32.0,3.0,4.0
20434,102.0,-16.0,0.7288135593220338,3.0
20435,14.0,8.0,3.6666666666666665,1.0
20436,43.0,39.0,20.5,1.0
20437,18.0,12.0,5.0,1.0
20438,17.0,15.0,16.0,1.0
20439,25.0,19.0,7.333333333333333,1.0
20440,43.0,29.0,5.142857142857143,2.0
20441,,,,
20442,60.0,36.0,4.0,4.0
20443,125.0,83.0,4.9523809523809526,4.0
20444,114.0,66.0,3.75,7.0
20445,16.0,12.0,7.0,1.0
20446,19.0,-7.0,0.46153846153846156,1.0
20447,9.0,5.0,3.5,1.0
20448,133.0,75.0,3.586206896551724,9.0
20449,54.0,24.0,2.6,3.0
20450,44.0,8.0,1.4444444444444444,4.0
20451,,,,
20452,10.0,8.0,9.0,1.0
20453,9.0,5.0,3.5,1.0
20454,132.0,90.0,5.285714285714286,5.0
20455,20.0,18.0,19.0,1.0
20456,8.0,0.0,1.0,1.0
20457,12.0,4.0,2.0,0.0
20458,14.0,4.0,1.8,2.0
20459,52.0,20.0,2.25,5.0
20460,41.0,13.0,1.9285714285714286,4.0
20461,,,,
20462,,,,
20463,20.0,-4.0,0.6666666666666666,2.0
20464,32.0,8.0,1.6666666666666667,7.0
20465,28.0,-12.0,0.4,2.0
20466,22.0,4.0,1.4444444444444444,1.0
20467,39.0,-11.0,0.56,1.0
20468,17.0,15.0,16.0,1.0
20469,192.0,180.0,31.0,4.0
20470,23.0,21.0,22.0,1.0
20471,71.0,31.0,2.55,8.0
20472,29.0,-1.0,0.9333333333333333,3.0
20473,15.0,9.0,4.0,1.0
20474,8.0,4.0,3.0,1.0
20475,73.0,63.0,13.6,1.0
20476,99.0,53.0,3.3043478260869565,8.0
20477,14.0,12.0,13.0,1.0
20478,144.0,126.0,15.0,4.0
20479,26.0,14.0,3.3333333333333335,2.0
20480,978.0,270.0,1.7627118644067796,25.0
20481,,,,
20482,7.0,1.0,1.3333333333333333,0.0
20483,30.0,-2.0,0.875,3.0
20484,10.0,2.0,1.5,1.0
20485,17.0,13.0,7.5,1.0
20486,,,,
20487,21.0,15.0,6.0,1.0
20488,12.0,10.0,11.0,1.0
20489,24.0,22.0,23.0,1.0
20490,26.0,2.0,1.1666666666666667,2.0
20491,59.0,15.0,1.6818181818181819,1.0
20492,69.0,5.0,1.15625,8.0
20493,,,,
20494,,,,
20495,60.0,44.0,6.5,3.0
20496,,,,
20497,8.0,-4.0,0.3333333333333333,1.0
20498,21.0,-7.0,0.5,1.0
20499,208.0,142.0,5.303030303030303,9.0
20500,68.0,22.0,1.9565217391304348,5.0
20501,10.0,8.0,9.0,0.0
20502,38.0,26.0,5.333333333333333,3.0
20503,293.0,135.0,2.7088607594936707,11.0
20504,32.0,14.0,2.5555555555555554,3.0
20505,11.0,-1.0,0.8333333333333334,1.0
20506,8.0,-2.0,0.6,0.0
20507,104.0,62.0,3.9523809523809526,6.0
20508,22.0,6.0,1.75,0.0
20509,36.0,20.0,3.5,2.0
20510,28.0,20.0,6.0,1.0
20511,54.0,24.0,2.6,2.0
20512,12.0,0.0,1.0,1.0
20513,9.0,3.0,2.0,1.0
20514,26.0,0.0,1.0,1.0
20515,5.0,-3.0,0.25,1.0
20516,8.0,0.0,1.0,0.0
20517,,,,
20518,95.0,45.0,2.8,4.0
20519,,,,
20520,32.0,22.0,5.4,4.0
20521,,,,
20522,41.0,21.0,3.1,2.0
20523,14.0,8.0,3.6666666666666665,1.0
20524,19.0,13.0,5.333333333333333,1.0
20525,18.0,12.0,5.0,0.0
20526,47.0,31.0,4.875,2.0
20527,28.0,26.0,27.0,1.0
20528,36.0,12.0,2.0,5.0
20529,15.0,7.0,2.75,1.0
20530,22.0,10.0,2.6666666666666665,2.0
20531,67.0,-7.0,0.8108108108108109,4.0
20532,13.0,-3.0,0.625,1.0
20533,7.0,1.0,1.3333333333333333,1.0
20534,2.0,0.0,1.0,1.0
20535,68.0,38.0,3.533333333333333,3.0
20536,220.0,198.0,19.0,3.0
20537,29.0,11.0,2.2222222222222223,2.0
20538,8.0,0.0,1.0,1.0
20539,45.0,39.0,14.0,1.0
20540,11.0,3.0,1.75,1.0
20541,68.0,50.0,6.555555555555555,4.0
20542,24.0,-2.0,0.8461538461538461,2.0
20543,11.0,3.0,1.75,1.0
20544,17.0,9.0,3.25,4.0
20545,7.0,5.0,6.0,1.0
20546,4.0,-2.0,0.3333333333333333,1.0
20547,13.0,7.0,3.3333333333333335,1.0
20548,22.0,10.0,2.6666666666666665,1.0
20549,102.0,98.0,50.0,2.0
20550,13.0,5.0,2.25,1.0
20551,18.0,0.0,1.0,1.0
20552,140.0,100.0,6.0,9.0
20553,14.0,8.0,3.6666666666666665,3.0
20554,,,,
20555,,,,
20556,3.0,1.0,2.0,0.0
20557,30.0,2.0,1.1428571428571428,2.0
20558,,,,
20559,16.0,12.0,7.0,1.0
20560,3.0,1.0,2.0,1.0
20561,,,,
20562,58.0,4.0,1.1481481481481481,6.0
20563,236.0,192.0,9.727272727272727,7.0
20564,24.0,18.0,7.0,1.0
20565,24.0,2.0,1.1818181818181819,2.0
20566,5.0,-3.0,0.25,1.0
20567,215.0,151.0,5.71875,10.0
20568,27.0,-1.0,0.9285714285714286,2.0
20569,7.0,5.0,6.0,1.0
20570,55.0,27.0,2.9285714285714284,4.0
20571,11.0,7.0,4.5,2.0
20572,84.0,20.0,1.625,2.0
20573,28.0,22.0,8.333333333333334,1.0
20574,318.0,274.0,13.454545454545455,10.0
20575,10.0,6.0,4.0,1.0
20576,53.0,19.0,2.1176470588235294,5.0
20577,28.0,-16.0,0.2727272727272727,2.0
20578,11.0,3.0,1.75,1.0
20579,,,,
20580,33.0,21.0,4.5,1.0
20581,66.0,28.0,2.473684210526316,3.0
20582,45.0,23.0,3.090909090909091,3.0
20583,10.0,8.0,9.0,0.0
20584,23.0,13.0,3.6,0.0
20585,10.0,-8.0,0.1111111111111111,0.0
20586,,,,
20587,,,,
20588,15.0,-3.0,0.6666666666666666,1.0
20589,19.0,15.0,8.5,1.0
20590,29.0,7.0,1.6363636363636365,4.0
20591,10.0,2.0,1.5,1.0
20592,13.0,7.0,3.3333333333333335,1.0
20593,9.0,-3.0,0.5,1.0
20594,94.0,6.0,1.1363636363636365,15.0
20595,10.0,6.0,4.0,1.0
20596,124.0,80.0,4.636363636363637,7.0
20597,14.0,8.0,3.6666666666666665,2.0
20598,29.0,7.0,1.6363636363636365,3.0
20599,,,,
20600,22.0,20.0,21.0,1.0
20601,33.0,3.0,1.2,3.0
20602,13.0,-1.0,0.8571428571428571,3.0
20603,140.0,-112.0,0.1111111111111111,2.0
20604,,,,
20605,11.0,-3.0,0.5714285714285714,1.0
20606,,,,
20607,,,,
20608,92.0,68.0,6.666666666666667,3.0
20609,19.0,13.0,5.333333333333333,1.0
20610,107.0,63.0,3.8636363636363638,7.0
20611,292.0,244.0,11.166666666666666,10.0
20612,5.0,3.0,4.0,1.0
20613,48.0,8.0,1.4,6.0
20614,38.0,6.0,1.375,2.0
20615,20.0,12.0,4.0,1.0
20616,,,,
20617,45.0,23.0,3.090909090909091,4.0
20618,44.0,8.0,1.4444444444444444,3.0
20619,29.0,11.0,2.2222222222222223,1.0
20620,44.0,30.0,5.285714285714286,3.0
20621,41.0,15.0,2.1538461538461537,6.0
20622,21.0,9.0,2.5,1.0
20623,44.0,-2.0,0.9130434782608695,3.0
20624,28.0,16.0,3.6666666666666665,2.0
20625,32.0,8.0,1.6666666666666667,7.0
20626,70.0,-4.0,0.8918918918918919,6.0
20627,48.0,36.0,7.0,1.0
20628,25.0,3.0,1.2727272727272727,1.0
20629,23.0,-3.0,0.7692307692307693,3.0
20630,14.0,10.0,6.0,2.0
20631,22.0,14.0,4.5,0.0
20632,151.0,45.0,1.849056603773585,8.0
20633,20.0,2.0,1.2222222222222223,2.0
20634,23.0,9.0,2.2857142857142856,1.0
20635,15.0,13.0,14.0,1.0
20636,,,,
20637,27.0,17.0,4.4,0.0
20638,24.0,-2.0,0.8461538461538461,2.0
20639,9.0,5.0,3.5,1.0
20640,,,,
20641,61.0,23.0,2.210526315789474,4.0
20642,143.0,119.0,10.916666666666666,4.0
20643,10.0,4.0,2.3333333333333335,1.0
20644,14.0,12.0,13.0,1.0
20645,298.0,-272.0,0.0456140350877193,1.0
20646,29.0,-3.0,0.8125,1.0
20647,19.0,11.0,3.75,1.0
20648,257.0,109.0,2.472972972972973,14.0
20649,216.0,136.0,4.4,8.0
20650,,,,
20651,20.0,4.0,1.5,2.0
20652,9.0,1.0,1.25,0.0
20653,,,,
20654,40.0,28.0,5.666666666666667,3.0
20655,8.0,2.0,1.6666666666666667,1.0
20656,18.0,-6.0,0.5,3.0
20657,,,,
20658,21.0,11.0,3.2,1.0
20659,19.0,17.0,18.0,1.0
