UID,success_sum,mode_sum,os_sum,version_sum,device1_sum_x,device2_sum_x,device_code1_sum_x,device_code2_sum_x,device_code3_sum_x,mac1_sum_x,mac2_sum,ip1_sum_x,ip2_sum,wifi_sum,geo_code_sum_x,ip1_sub_sum_x,ip2_sub_sum,channel_sum,amt_src1_sum,merchant_sum,code1_sum,code2_sum,trans_type1_sum,acc_id1_sum,device_code1_sum_y,device_code2_sum_y,device_code3_sum_y,device1_sum_y,device2_sum_y,mac1_sum_y,ip1_sum_y,amt_src2_sum,acc_id2_sum,acc_id3_sum,geo_code_sum_y,trans_type2_sum,market_code_sum,market_type_sum,ip1_sub_sum_y
21307,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,,,3.0,,2.0,,3.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0
21308,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,12.0,12.0,,12.0,12.0,12.0,,7.0,7.0,7.0,,,7.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,6.0,,,7.0,6.0,3.0,3.0,7.0
21309,26.0,26.0,26.0,26.0,26.0,17.0,26.0,26.0,,,26.0,26.0,,10.0,24.0,26.0,,9.0,9.0,9.0,,,9.0,3.0,9.0,9.0,,9.0,9.0,9.0,9.0,3.0,3.0,3.0,7.0,9.0,,,9.0
21310,13.0,13.0,13.0,13.0,13.0,12.0,13.0,8.0,,7.0,6.0,13.0,,5.0,13.0,13.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
21311,18.0,19.0,19.0,17.0,17.0,16.0,10.0,10.0,7.0,6.0,4.0,17.0,,8.0,16.0,17.0,,2.0,2.0,2.0,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,,,2.0
21312,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,2.0,,,4.0,4.0,4.0,,4.0,3.0,2.0,2.0,2.0,4.0,,,4.0
21313,11.0,16.0,16.0,11.0,11.0,9.0,11.0,11.0,,,11.0,11.0,,9.0,11.0,11.0,,5.0,5.0,5.0,,,5.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,,,5.0,5.0,1.0,1.0,5.0
21314,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,,,,4.0,4.0,,,4.0
21315,13.0,14.0,14.0,13.0,13.0,3.0,9.0,,,1.0,8.0,13.0,,1.0,3.0,13.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0
21316,123.0,130.0,130.0,104.0,105.0,97.0,105.0,105.0,,6.0,104.0,100.0,18.0,54.0,103.0,100.0,18.0,46.0,46.0,46.0,6.0,,46.0,21.0,24.0,24.0,2.0,12.0,24.0,12.0,26.0,46.0,8.0,18.0,22.0,18.0,7.0,7.0,26.0
21317,34.0,34.0,34.0,28.0,28.0,21.0,,,28.0,,,28.0,6.0,3.0,3.0,28.0,6.0,21.0,21.0,21.0,,,21.0,8.0,1.0,1.0,20.0,21.0,21.0,1.0,21.0,8.0,5.0,5.0,21.0,21.0,,,21.0
21318,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,,1.0,6.0,7.0,,4.0,7.0,7.0,,5.0,5.0,5.0,,,5.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,,,5.0,5.0,1.0,1.0,5.0
21319,30.0,32.0,32.0,26.0,26.0,22.0,26.0,26.0,,16.0,10.0,26.0,,6.0,26.0,26.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
21320,30.0,30.0,30.0,30.0,30.0,27.0,30.0,30.0,,,30.0,30.0,,,28.0,30.0,,14.0,14.0,14.0,,4.0,14.0,,10.0,10.0,,10.0,10.0,10.0,10.0,,,,10.0,14.0,,,10.0
21321,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,3.0,10.0,13.0,,3.0,9.0,13.0,,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,,6.0,6.0,6.0,6.0,3.0,1.0,1.0,6.0,6.0,,,6.0
21322,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,3.0,2.0,,,3.0,3.0,3.0,,3.0,2.0,,,3.0,3.0,,,3.0
21323,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
21324,19.0,24.0,24.0,19.0,19.0,19.0,19.0,19.0,,7.0,12.0,19.0,,1.0,9.0,19.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
21325,4.0,4.0,4.0,4.0,4.0,3.0,,,4.0,,,4.0,,,3.0,4.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0
21326,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,,3.0,7.0,10.0,,6.0,10.0,10.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
21327,26.0,44.0,44.0,21.0,21.0,16.0,21.0,21.0,,3.0,18.0,21.0,,7.0,21.0,21.0,,9.0,9.0,9.0,,2.0,9.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,8.0,,,7.0,5.0,1.0,1.0,7.0
21328,43.0,43.0,43.0,43.0,43.0,42.0,43.0,43.0,,19.0,24.0,43.0,,23.0,43.0,43.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,2.0
21329,89.0,101.0,101.0,89.0,89.0,59.0,89.0,89.0,,50.0,39.0,89.0,,9.0,83.0,89.0,,55.0,55.0,55.0,,,55.0,44.0,55.0,54.0,,55.0,55.0,55.0,55.0,44.0,44.0,44.0,54.0,55.0,,,55.0
21330,21.0,21.0,21.0,21.0,21.0,19.0,21.0,21.0,,10.0,11.0,21.0,,9.0,6.0,21.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
21331,7.0,9.0,9.0,7.0,7.0,5.0,,,7.0,,,7.0,,,,7.0,,13.0,13.0,13.0,,,13.0,4.0,,,9.0,9.0,9.0,,9.0,8.0,,,9.0,13.0,4.0,4.0,9.0
21332,64.0,64.0,64.0,45.0,45.0,43.0,45.0,45.0,,4.0,41.0,45.0,19.0,36.0,45.0,45.0,19.0,8.0,8.0,8.0,,,8.0,4.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,,8.0,,,,8.0
21333,73.0,73.0,73.0,67.0,67.0,61.0,67.0,67.0,,6.0,61.0,67.0,6.0,55.0,67.0,67.0,6.0,18.0,18.0,18.0,,,18.0,14.0,18.0,18.0,,18.0,18.0,18.0,18.0,18.0,2.0,2.0,18.0,10.0,4.0,4.0,18.0
21334,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,,,9.0,9.0,,8.0,9.0,9.0,,8.0,8.0,8.0,,,8.0,,8.0,8.0,,8.0,8.0,8.0,8.0,1.0,,,8.0,8.0,,,8.0
21335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,14.0,14.0,14.0,,,14.0,3.0,14.0,14.0,,14.0,14.0,14.0,14.0,8.0,3.0,3.0,14.0,14.0,5.0,5.0,14.0
21336,31.0,36.0,36.0,30.0,30.0,27.0,30.0,30.0,,,30.0,30.0,1.0,18.0,30.0,30.0,1.0,17.0,17.0,17.0,8.0,,17.0,12.0,9.0,9.0,,9.0,9.0,9.0,9.0,15.0,,,9.0,9.0,5.0,5.0,9.0
21337,65.0,65.0,65.0,65.0,65.0,51.0,65.0,,,30.0,35.0,65.0,,21.0,55.0,65.0,,40.0,40.0,40.0,,,40.0,15.0,40.0,9.0,,40.0,40.0,40.0,40.0,15.0,15.0,15.0,40.0,40.0,,,40.0
21338,20.0,20.0,20.0,20.0,20.0,13.0,20.0,20.0,,,20.0,20.0,,13.0,20.0,20.0,,29.0,29.0,29.0,,,29.0,12.0,29.0,29.0,,29.0,29.0,29.0,29.0,12.0,4.0,4.0,29.0,26.0,4.0,4.0,29.0
21339,18.0,18.0,18.0,18.0,18.0,16.0,18.0,18.0,,,18.0,18.0,,8.0,11.0,18.0,,13.0,13.0,13.0,,,13.0,1.0,13.0,13.0,,13.0,13.0,13.0,13.0,6.0,1.0,1.0,8.0,13.0,5.0,5.0,13.0
21340,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,,,10.0,10.0,,3.0,10.0,10.0,,6.0,6.0,6.0,,,6.0,,6.0,6.0,,6.0,6.0,6.0,6.0,3.0,,,6.0,6.0,,,6.0
21341,29.0,31.0,31.0,29.0,29.0,28.0,28.0,28.0,1.0,3.0,25.0,29.0,,12.0,29.0,29.0,,11.0,11.0,11.0,7.0,,11.0,11.0,3.0,3.0,,3.0,3.0,3.0,3.0,11.0,2.0,2.0,3.0,10.0,3.0,3.0,3.0
21342,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,6.0,6.0,6.0,,,6.0,2.0,6.0,6.0,,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,,,6.0
21343,12.0,12.0,12.0,12.0,12.0,9.0,,,12.0,,,12.0,,,1.0,12.0,,7.0,7.0,7.0,,,7.0,,,,7.0,7.0,7.0,,7.0,,,,7.0,7.0,,,7.0
21344,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0
21345,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,1.0,2.0,3.0,,1.0,3.0,3.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
21346,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,4.0,,,4.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0
21347,109.0,176.0,176.0,109.0,109.0,,109.0,109.0,,,109.0,109.0,,,,109.0,,71.0,71.0,71.0,32.0,,71.0,56.0,,,,,37.0,,37.0,56.0,,,,71.0,,,37.0
21348,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,5.0,5.0,8.0,,2.0,9.0,8.0,,5.0,5.0,5.0,,,5.0,3.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,,,5.0
21349,6.0,6.0,6.0,6.0,6.0,5.0,,,6.0,,,6.0,,,,6.0,,4.0,4.0,4.0,,,4.0,,,,4.0,4.0,4.0,,4.0,1.0,,,4.0,4.0,,,4.0
21350,81.0,81.0,81.0,68.0,68.0,62.0,68.0,68.0,,17.0,51.0,68.0,13.0,18.0,11.0,68.0,13.0,12.0,12.0,12.0,,,12.0,5.0,12.0,12.0,,12.0,12.0,12.0,12.0,6.0,4.0,4.0,1.0,12.0,,,12.0
21351,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,,,6.0,,4.0,,6.0,,2.0,2.0,2.0,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,,,2.0
21352,74.0,81.0,81.0,74.0,74.0,58.0,74.0,74.0,,49.0,25.0,74.0,,9.0,74.0,74.0,,34.0,34.0,34.0,,,34.0,32.0,34.0,34.0,,34.0,34.0,34.0,34.0,32.0,32.0,32.0,34.0,34.0,,,34.0
21353,11.0,11.0,11.0,11.0,11.0,10.0,,,11.0,,,11.0,,6.0,2.0,11.0,,6.0,6.0,6.0,,,6.0,4.0,,,6.0,6.0,6.0,,6.0,4.0,,,6.0,4.0,,,6.0
21354,24.0,25.0,25.0,24.0,24.0,21.0,24.0,24.0,1.0,,24.0,24.0,,19.0,24.0,24.0,,13.0,13.0,13.0,,,13.0,12.0,13.0,13.0,,13.0,13.0,13.0,13.0,12.0,,,13.0,13.0,6.0,6.0,13.0
21355,9.0,11.0,11.0,9.0,9.0,6.0,,,9.0,,,9.0,,,,9.0,,17.0,17.0,17.0,,,17.0,3.0,,,11.0,11.0,11.0,,11.0,9.0,,,,17.0,6.0,6.0,11.0
21356,52.0,52.0,52.0,43.0,43.0,40.0,43.0,43.0,,,43.0,43.0,9.0,11.0,43.0,43.0,9.0,13.0,13.0,13.0,,,13.0,13.0,13.0,13.0,,13.0,13.0,13.0,13.0,13.0,,,13.0,13.0,8.0,8.0,13.0
21357,24.0,24.0,24.0,24.0,24.0,22.0,24.0,24.0,,1.0,23.0,24.0,,4.0,15.0,24.0,,11.0,11.0,11.0,,,11.0,,8.0,8.0,3.0,11.0,11.0,8.0,11.0,5.0,,,11.0,11.0,5.0,5.0,11.0
21358,57.0,57.0,57.0,53.0,53.0,50.0,53.0,53.0,,,53.0,53.0,3.0,50.0,53.0,53.0,3.0,8.0,8.0,8.0,,,8.0,3.0,6.0,6.0,2.0,8.0,8.0,6.0,8.0,3.0,3.0,3.0,8.0,8.0,,,8.0
21359,38.0,38.0,38.0,38.0,38.0,29.0,38.0,38.0,,1.0,37.0,38.0,,9.0,21.0,38.0,,17.0,17.0,17.0,,,17.0,5.0,17.0,16.0,,17.0,17.0,17.0,17.0,10.0,5.0,5.0,7.0,17.0,,,17.0
21360,8.0,8.0,8.0,8.0,8.0,6.0,,,8.0,,,8.0,,,1.0,8.0,,8.0,8.0,8.0,,,8.0,4.0,,,8.0,8.0,8.0,,8.0,8.0,,,8.0,,2.0,2.0,8.0
21361,18.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0,,3.0,15.0,18.0,,14.0,11.0,18.0,,4.0,4.0,4.0,,,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,,,4.0
21362,22.0,23.0,23.0,21.0,21.0,19.0,22.0,22.0,,12.0,10.0,22.0,,3.0,14.0,22.0,,5.0,5.0,5.0,,,5.0,3.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,5.0,,,5.0
21363,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,,,8.0,8.0,,,8.0,8.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,2.0
21364,25.0,25.0,25.0,21.0,21.0,18.0,21.0,21.0,,,21.0,21.0,4.0,18.0,21.0,21.0,4.0,7.0,7.0,7.0,,,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0,,,,7.0,7.0,,,7.0
21365,71.0,75.0,75.0,71.0,71.0,63.0,,,71.0,,,71.0,,8.0,37.0,71.0,,10.0,10.0,10.0,,,10.0,5.0,2.0,2.0,8.0,10.0,10.0,2.0,10.0,5.0,3.0,3.0,8.0,10.0,,,10.0
21366,31.0,32.0,32.0,23.0,23.0,23.0,23.0,23.0,,5.0,18.0,23.0,8.0,10.0,17.0,23.0,8.0,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
21367,61.0,61.0,61.0,58.0,58.0,48.0,58.0,58.0,,32.0,26.0,58.0,,16.0,49.0,58.0,,68.0,68.0,68.0,,32.0,68.0,29.0,36.0,36.0,,36.0,36.0,36.0,36.0,35.0,29.0,29.0,28.0,65.0,10.0,10.0,36.0
21368,21.0,21.0,21.0,19.0,19.0,16.0,,,19.0,,,19.0,,,6.0,19.0,,8.0,8.0,8.0,,,8.0,2.0,2.0,2.0,6.0,8.0,8.0,2.0,8.0,5.0,2.0,2.0,8.0,8.0,,,8.0
21369,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,8.0,9.0,17.0,,,9.0,17.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
21370,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,4.0,3.0,7.0,,,7.0,7.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
21371,38.0,38.0,38.0,38.0,38.0,36.0,7.0,7.0,31.0,3.0,4.0,37.0,,1.0,15.0,37.0,,11.0,11.0,11.0,,2.0,11.0,8.0,1.0,1.0,7.0,8.0,8.0,1.0,8.0,8.0,7.0,7.0,7.0,11.0,1.0,1.0,8.0
21372,43.0,44.0,44.0,38.0,38.0,37.0,,,38.0,,,38.0,,3.0,8.0,38.0,,5.0,5.0,5.0,2.0,,5.0,5.0,,,3.0,3.0,3.0,,3.0,5.0,3.0,3.0,2.0,5.0,1.0,1.0,3.0
21373,56.0,87.0,87.0,52.0,52.0,47.0,52.0,52.0,,11.0,41.0,52.0,4.0,,48.0,52.0,4.0,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,,4.0
21374,56.0,58.0,58.0,56.0,56.0,43.0,56.0,56.0,,9.0,47.0,56.0,,27.0,43.0,56.0,,11.0,11.0,11.0,,,11.0,6.0,11.0,11.0,,11.0,11.0,11.0,11.0,8.0,2.0,2.0,11.0,11.0,2.0,2.0,11.0
21375,18.0,18.0,18.0,14.0,14.0,11.0,14.0,14.0,,2.0,12.0,13.0,,9.0,11.0,13.0,,3.0,3.0,3.0,,,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,,,3.0
21376,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,,,14.0,14.0,,7.0,10.0,14.0,,8.0,8.0,8.0,,,8.0,3.0,8.0,8.0,,8.0,8.0,8.0,8.0,3.0,3.0,3.0,7.0,8.0,,,8.0
21377,43.0,43.0,43.0,39.0,39.0,33.0,,,39.0,,,39.0,4.0,31.0,,39.0,4.0,26.0,26.0,26.0,,,26.0,22.0,,,26.0,26.0,26.0,,26.0,26.0,12.0,12.0,,18.0,3.0,3.0,26.0
21378,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,,,2.0,,2.0,2.0,2.0,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,,,,2.0
21379,26.0,26.0,26.0,23.0,23.0,19.0,23.0,23.0,,,23.0,23.0,3.0,14.0,23.0,23.0,3.0,11.0,11.0,11.0,,,11.0,5.0,11.0,11.0,,11.0,11.0,11.0,11.0,5.0,,,11.0,11.0,1.0,1.0,11.0
21380,10.0,11.0,11.0,10.0,10.0,9.0,10.0,10.0,,4.0,6.0,10.0,,,10.0,10.0,,4.0,4.0,4.0,,,4.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,,,4.0
21381,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,,6.0,2.0,8.0,,1.0,8.0,8.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
21382,6.0,9.0,9.0,6.0,6.0,5.0,1.0,6.0,,,6.0,6.0,,,6.0,6.0,,2.0,2.0,2.0,,,2.0,1.0,,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
21383,37.0,37.0,37.0,29.0,29.0,27.0,29.0,29.0,,6.0,23.0,29.0,,9.0,29.0,29.0,,7.0,7.0,7.0,2.0,,7.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,7.0,,,5.0
21384,11.0,12.0,12.0,11.0,11.0,9.0,11.0,11.0,,1.0,10.0,11.0,,7.0,11.0,11.0,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0
21385,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0
21386,18.0,20.0,20.0,18.0,18.0,15.0,18.0,18.0,2.0,,18.0,18.0,,9.0,18.0,18.0,,10.0,10.0,10.0,,,10.0,1.0,10.0,10.0,,10.0,10.0,10.0,10.0,5.0,,,10.0,10.0,4.0,4.0,10.0
21387,14.0,15.0,15.0,14.0,14.0,11.0,14.0,14.0,,,14.0,14.0,,,14.0,14.0,,8.0,8.0,8.0,,,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,,8.0,8.0,5.0,5.0,8.0
21388,10.0,10.0,10.0,7.0,7.0,5.0,7.0,5.0,,1.0,6.0,7.0,3.0,4.0,7.0,7.0,3.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0
21389,51.0,52.0,52.0,49.0,49.0,40.0,43.0,43.0,6.0,17.0,26.0,49.0,,21.0,47.0,49.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0
21390,13.0,14.0,14.0,13.0,13.0,11.0,,,13.0,,,13.0,,9.0,5.0,13.0,,8.0,8.0,8.0,,,8.0,6.0,,,8.0,8.0,8.0,,8.0,8.0,,,8.0,4.0,2.0,2.0,8.0
21391,24.0,24.0,24.0,19.0,19.0,19.0,19.0,19.0,,,19.0,19.0,5.0,19.0,19.0,19.0,5.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
21392,49.0,49.0,49.0,49.0,49.0,41.0,49.0,49.0,,1.0,48.0,49.0,,14.0,49.0,49.0,,16.0,16.0,16.0,,,16.0,3.0,16.0,16.0,,16.0,16.0,16.0,16.0,5.0,1.0,1.0,16.0,16.0,,,16.0
21393,2.0,3.0,3.0,2.0,2.0,1.0,,,2.0,,,2.0,,,,2.0,,14.0,14.0,14.0,,,14.0,4.0,,,14.0,14.0,14.0,,14.0,9.0,4.0,4.0,,14.0,5.0,5.0,14.0
21394,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,,,2.0,,6.0,6.0,6.0,,,6.0,,,,6.0,6.0,6.0,,6.0,3.0,,,6.0,6.0,,,6.0
21395,15.0,15.0,15.0,12.0,12.0,10.0,12.0,12.0,,,12.0,12.0,3.0,10.0,12.0,12.0,3.0,5.0,5.0,5.0,,,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,,,5.0,5.0,,,5.0
21396,3.0,9.0,9.0,3.0,3.0,1.0,3.0,,,,3.0,3.0,,1.0,,3.0,,12.0,12.0,12.0,,,12.0,4.0,12.0,4.0,,12.0,12.0,12.0,12.0,4.0,4.0,4.0,10.0,12.0,,,12.0
21397,145.0,145.0,145.0,130.0,130.0,127.0,130.0,130.0,,7.0,123.0,130.0,15.0,101.0,130.0,130.0,15.0,14.0,14.0,14.0,4.0,,14.0,2.0,10.0,10.0,,10.0,10.0,10.0,10.0,7.0,,,10.0,14.0,,,10.0
21398,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
21399,9.0,13.0,13.0,9.0,9.0,6.0,,,9.0,,,9.0,,,,9.0,,4.0,4.0,4.0,,,4.0,,,,4.0,4.0,4.0,,4.0,,,,4.0,4.0,,,4.0
21400,3.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,5.0,5.0,5.0,,,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,,,4.0,5.0,,,5.0
21401,23.0,23.0,23.0,23.0,23.0,20.0,15.0,15.0,8.0,2.0,13.0,23.0,,3.0,18.0,23.0,,16.0,16.0,16.0,,,16.0,6.0,13.0,13.0,3.0,16.0,16.0,13.0,16.0,8.0,,,16.0,13.0,3.0,3.0,16.0
21402,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,,,18.0,18.0,,13.0,13.0,18.0,,21.0,21.0,21.0,10.0,,21.0,2.0,10.0,10.0,,10.0,10.0,10.0,10.0,3.0,1.0,1.0,7.0,21.0,,,10.0
21403,61.0,61.0,61.0,61.0,61.0,56.0,61.0,61.0,,6.0,55.0,61.0,,14.0,61.0,61.0,,11.0,11.0,11.0,,,11.0,8.0,9.0,9.0,2.0,11.0,11.0,9.0,11.0,8.0,2.0,2.0,11.0,11.0,1.0,1.0,11.0
21404,26.0,31.0,31.0,26.0,26.0,19.0,,,26.0,,,26.0,,3.0,2.0,26.0,,32.0,32.0,32.0,,2.0,32.0,12.0,,,30.0,30.0,30.0,,30.0,28.0,,,30.0,31.0,15.0,15.0,30.0
21405,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
21406,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,5.0,2.0,5.0,2.0,,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,,,5.0
21407,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
21408,35.0,35.0,35.0,29.0,29.0,24.0,29.0,29.0,,,5.0,29.0,6.0,,29.0,29.0,6.0,10.0,10.0,10.0,3.0,,10.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,6.0,,,7.0,10.0,2.0,2.0,7.0
21409,68.0,68.0,68.0,51.0,51.0,50.0,51.0,51.0,,3.0,48.0,48.0,17.0,47.0,51.0,48.0,17.0,14.0,14.0,14.0,,,14.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,14.0,,,12.0,10.0,5.0,5.0,12.0
21410,13.0,13.0,13.0,13.0,13.0,11.0,,,13.0,,,13.0,,,6.0,13.0,,8.0,8.0,8.0,,,8.0,6.0,,,8.0,8.0,8.0,,8.0,7.0,3.0,3.0,,8.0,2.0,2.0,8.0
21411,11.0,11.0,11.0,11.0,11.0,7.0,11.0,11.0,,1.0,10.0,11.0,,6.0,11.0,11.0,,7.0,7.0,7.0,,,7.0,3.0,7.0,7.0,,7.0,7.0,7.0,7.0,5.0,1.0,1.0,7.0,5.0,1.0,1.0,7.0
21412,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,11.0,11.0,,,11.0,11.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,3.0,3.0,,,3.0
21413,8.0,11.0,11.0,7.0,8.0,6.0,7.0,7.0,,,7.0,8.0,,3.0,4.0,8.0,,17.0,17.0,17.0,,,17.0,9.0,13.0,13.0,,13.0,13.0,13.0,17.0,9.0,5.0,5.0,11.0,17.0,2.0,2.0,17.0
21414,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,22.0,22.0,,10.0,22.0,22.0,,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0
21415,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
